Accession	Name	No_orfs	Coverage	Abundance	Description
COG0061	nadF	1	0.811387	0.00037	NAD kinase
COG0064	GatB	1	0.987577	0.00045	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)
COG0065	LeuC	2	1.113475	0.000508	3-isopropylmalate dehydratase large subunit
COG0066	LeuD	1	0.989528	0.000451	3-isopropylmalate dehydratase small subunit
COG0067	GltB	1	0.994609	0.000453	Glutamate synthase domain 1
COG0069	GltB	1	1	0.000456	Glutamate synthase domain 2
COG0070	GltB	1	0.976744	0.000445	Glutamate synthase domain 3
COG0071	IbpA	1	0.958904	0.000437	Molecular chaperone (small heat shock protein)
COG0072	PheT	1	1	0.000456	Phenylalanyl-tRNA synthetase beta subunit
COG0073	ARC1	2	1.975609	0.000901	EMAP domain
COG0074	SucD	1	0.993174	0.000453	Succinyl-CoA synthetase, alpha subunit
COG0075	COG0075	1	0.981723	0.000447	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase
COG0077	PheA	1	0.971326	0.000443	Prephenate dehydratase
COG0078	ArgF	1	0.980645	0.000447	Ornithine carbamoyltransferase
COG0079	HisC	4	3.154494	0.001439	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase
COG0080	RplK	1	0.992907	0.000453	Ribosomal protein L11
COG0081	RplA	1	1	0.000456	Ribosomal protein L1
COG0082	AroC	1	0.967479	0.000441	Chorismate synthase
COG0084	TatD	1	0.996093	0.000454	Mg-dependent DNase
COG0085	RpoB	1	0.995283	0.000454	DNA-directed RNA polymerase, beta subunit/140 kD subunit
COG0086	RpoC	2	1.034653	0.000472	DNA-directed RNA polymerase, beta' subunit/160 kD subunit
COG0087	RplC	1	1	0.000456	Ribosomal protein L3
COG0088	RplD	1	0.995327	0.000454	Ribosomal protein L4
COG0089	RplW	1	1	0.000456	Ribosomal protein L23
COG0090	RplB	1	1	0.000456	Ribosomal protein L2
COG0091	RplV	1	0.916666	0.000418	Ribosomal protein L22
COG0092	RpsC	1	0.909871	0.000415	Ribosomal protein S3
COG0093	RplN	1	1	0.000456	Ribosomal protein L14
COG0094	RplE	1	0.983333	0.000448	Ribosomal protein L5
COG0096	RpsH	1	1	0.000456	Ribosomal protein S8
COG0097	RplF	1	0.988764	0.000451	Ribosomal protein L6P/L9E
COG0098	RpsE	1	0.939226	0.000428	Ribosomal protein S5
COG0099	RpsM	1	1	0.000456	Ribosomal protein S13
COG0100	RpsK	1	1	0.000456	Ribosomal protein S11
COG0101	TruA	1	0.928571	0.000423	Pseudouridylate synthase
COG0102	RplM	1	1	0.000456	Ribosomal protein L13
COG0103	RpsI	1	0.976923	0.000445	Ribosomal protein S9
COG0104	PurA	1	1	0.000456	Adenylosuccinate synthase
COG0105	Ndk	1	1	0.000456	Nucleoside diphosphate kinase
COG0106	HisA	1	0.975103	0.000444	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase
COG0107	HisF	1	0.992187	0.000452	Imidazoleglycerol-phosphate synthase
COG0108	RibB	1	0.995073	0.000454	3,4-dihydroxy-2-butanone 4-phosphate synthase
COG0109	CyoE	1	0.944078	0.00043	Polyprenyltransferase (cytochrome oxidase assembly factor)
COG0110	WbbJ	2	1.378947	0.000629	Acetyltransferase (isoleucine patch superfamily)
COG0111	SerA	3	2.793209	0.001274	Phosphoglycerate dehydrogenase and related dehydrogenases
COG0112	GlyA	1	0.997578	0.000455	Glycine/serine hydroxymethyltransferase
COG0113	HemB	1	0.984848	0.000449	Delta-aminolevulinic acid dehydratase
COG0115	IlvE	2	1.982394	0.000904	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
COG0117	RibD	1	0.99315	0.000453	Pyrimidine deaminase
COG0118	HisH	1	0.995098	0.000454	Glutamine amidotransferase
COG0119	LeuA	2	1.997555	0.000911	Isopropylmalate/homocitrate/citramalate synthases
COG0120	RpiA	1	0.986784	0.00045	Ribose 5-phosphate isomerase
COG0121	COG0121	1	0.996031	0.000454	Predicted glutamine amidotransferase
COG0122	AlkA	1	0.771929	0.000352	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase
COG0123	AcuC	1	0.911764	0.000416	Deacetylases, including yeast histone deacetylase and acetoin utilization protein
COG0124	HisS	1	0.960372	0.000438	Histidyl-tRNA synthetase
COG0125	Tmk	1	0.985576	0.000449	Thymidylate kinase
COG0126	Pgk	1	0.989873	0.000451	3-phosphoglycerate kinase
COG0127	COG0127	1	0.969072	0.000442	Xanthosine triphosphate pyrophosphatase
COG0128	AroA	1	0.969626	0.000442	5-enolpyruvylshikimate-3-phosphate synthase
COG0129	IlvD	3	2.956521	0.001349	Dihydroxyacid dehydratase/phosphogluconate dehydratase
COG0130	TruB	1	0.996309	0.000454	Pseudouridine synthase
COG0131	HisB	1	1	0.000456	Imidazoleglycerol-phosphate dehydratase
COG0133	TrpB	1	0.989898	0.000451	Tryptophan synthase beta chain
COG0134	TrpC	1	1	0.000456	Indole-3-glycerol phosphate synthase
COG0135	TrpF	1	0.927884	0.000423	Phosphoribosylanthranilate isomerase
COG0136	Asd	1	0.997005	0.000454	Aspartate-semialdehyde dehydrogenase
COG0137	ArgG	1	0.995037	0.000454	Argininosuccinate synthase
COG0138	PurH	2	1.106796	0.000505	AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful)
COG0139	HisI	1	0.972972	0.000443	Phosphoribosyl-AMP cyclohydrolase
COG0140	HisI	1	0.956521	0.000436	Phosphoribosyl-ATP pyrophosphohydrolase
COG0141	HisD	3	2.875294	0.001311	Histidinol dehydrogenase
COG0142	IspA	2	1.763975	0.000804	Geranylgeranyl pyrophosphate synthase
COG0143	MetG	1	0.97491	0.000444	Methionyl-tRNA synthetase
COG0144	Sun	2	1.991549	0.000908	tRNA and rRNA cytosine-C5-methylases
COG0145	HyuA	3	2.962908	0.001351	N-methylhydantoinase A/acetone carboxylase, beta subunit
COG0146	HyuB	2	1.861456	0.000849	N-methylhydantoinase B/acetone carboxylase, alpha subunit
COG0147	TrpE	1	1	0.000456	Anthranilate/para-aminobenzoate synthases component I
COG0148	Eno	1	0.983451	0.000448	Enolase
COG0149	TpiA	1	0.980079	0.000447	Triosephosphate isomerase
COG0150	PurM	1	0.997101	0.000454	Phosphoribosylaminoimidazole (AIR) synthetase
COG0151	PurD	1	0.995327	0.000454	Phosphoribosylamine-glycine ligase
COG0152	PurC	1	1	0.000456	Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase
COG0154	GatA	2	1.80421	0.000823	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases
COG0155	CysI	1	0.998039	0.000455	Sulfite reductase, beta subunit (hemoprotein)
COG0156	BioF	1	1	0.000456	7-keto-8-aminopelargonate synthetase and related enzymes
COG0157	NadC	1	0.989285	0.000451	Nicotinate-nucleotide pyrophosphorylase
COG0159	TrpA	1	1	0.000456	Tryptophan synthase alpha chain
COG0161	BioA	4	3.915367	0.001786	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0162	TyrS	1	0.995012	0.000454	Tyrosyl-tRNA synthetase
COG0164	RnhB	1	0.954773	0.000435	Ribonuclease HII
COG0165	ArgH	1	0.993464	0.000453	Argininosuccinate lyase
COG0166	Pgi	1	1	0.000456	Glucose-6-phosphate isomerase
COG0167	PyrD	2	1.98387	0.000905	Dihydroorotate dehydrogenase
COG0168	TrkG	2	1.851703	0.000844	Trk-type K+ transport systems, membrane components
COG0169	AroE	1	0.968197	0.000441	Shikimate 5-dehydrogenase
COG0171	NadE	1	0.981343	0.000447	NAD synthase
COG0172	SerS	1	0.993006	0.000453	Seryl-tRNA synthetase
COG0173	AspS	1	0.996581	0.000454	Aspartyl-tRNA synthetase
COG0174	GlnA	4	3.977426	0.001814	Glutamine synthetase
COG0175	CysH	1	0.83908	0.000382	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes
COG0176	MipB	1	0.962343	0.000439	Transaldolase
COG0177	Nth	1	0.981042	0.000447	Predicted EndoIII-related endonuclease
COG0178	UvrA	1	0.994652	0.000453	Excinuclease ATPase subunit
COG0179	MhpD	3	2.981203	0.00136	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0180	TrpS	1	0.990445	0.000451	Tryptophanyl-tRNA synthetase
COG0181	HemC	1	0.990228	0.000451	Porphobilinogen deaminase
COG0183	PaaJ	5	4.987244	0.002275	Acetyl-CoA acetyltransferase
COG0184	RpsO	1	1	0.000456	Ribosomal protein S15P/S13E
COG0185	RpsS	1	0.989247	0.000451	Ribosomal protein S19
COG0186	RpsQ	1	0.862068	0.000393	Ribosomal protein S17
COG0187	GyrB	2	1.9937	0.000909	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit
COG0188	GyrA	2	1.891791	0.000863	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit
COG0189	RimK	1	0.990566	0.000451	Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)
COG0190	FolD	1	0.992932	0.000453	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
COG0191	Fba	1	0.958041	0.000437	Fructose/tagatose bisphosphate aldolase
COG0192	MetK	1	0.98969	0.000451	S-adenosylmethionine synthetase
COG0193	Pth	1	0.973684	0.000444	Peptidyl-tRNA hydrolase
COG0194	Gmk	1	0.984293	0.000449	Guanylate kinase
COG0195	NusA	1	1	0.000456	Transcription elongation factor
COG0196	RibF	1	0.980263	0.000447	FAD synthase
COG0197	RplP	1	0.938356	0.000428	Ribosomal protein L16/L10E
COG0198	RplX	1	0.990384	0.000451	Ribosomal protein L24
COG0199	RpsN	1	1	0.000456	Ribosomal protein S14
COG0200	RplO	1	0.993421	0.000453	Ribosomal protein L15
COG0201	SecY	1	0.965596	0.00044	Preprotein translocase subunit SecY
COG0202	RpoA	1	1	0.000456	DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0203	RplQ	1	1	0.000456	Ribosomal protein L17
COG0204	PlsC	2	1.580392	0.000721	1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0206	FtsZ	1	0.911242	0.000415	Cell division GTPase
COG0207	ThyA	1	0.992537	0.000452	Thymidylate synthase
COG0209	NrdA	1	0.973886	0.000444	Ribonucleotide reductase, alpha subunit
COG0210	UvrD	2	1.151145	0.000525	Superfamily I DNA and RNA helicases
COG0211	RpmA	1	0.977011	0.000445	Ribosomal protein L27
COG0212	COG0212	1	0.994764	0.000453	5-formyltetrahydrofolate cyclo-ligase
COG0213	DeoA	1	0.997701	0.000455	Thymidine phosphorylase
COG0215	CysS	1	0.997844	0.000455	Cysteinyl-tRNA synthetase
COG0216	PrfA	1	1	0.000456	Protein chain release factor A
COG0217	COG0217	1	1	0.000456	Uncharacterized conserved protein
COG0218	COG0218	1	0.99	0.000451	Predicted GTPase
COG0220	COG0220	1	0.977973	0.000446	Predicted S-adenosylmethionine-dependent methyltransferase
COG0221	Ppa	1	0.988304	0.00045	Inorganic pyrophosphatase
COG0222	RplL	1	0.991935	0.000452	Ribosomal protein L7/L12
COG0223	Fmt	1	0.996742	0.000454	Methionyl-tRNA formyltransferase
COG0224	AtpG	1	0.996515	0.000454	F0F1-type ATP synthase, gamma subunit
COG0225	MsrA	2	1.936781	0.000883	Peptide methionine sulfoxide reductase
COG0226	PstS	1	0.864779	0.000394	ABC-type phosphate transport system, periplasmic component
COG0227	RpmB	1	0.948051	0.000432	Ribosomal protein L28
COG0228	RpsP	1	1	0.000456	Ribosomal protein S16
COG0229	COG0229	2	1.878571	0.000857	Conserved domain frequently associated with peptide methionine sulfoxide reductase
COG0230	RpmH	1	1	0.000456	Ribosomal protein L34
COG0231	Efp	1	0.480916	0.000219	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
COG0232	Dgt	1	0.941747	0.000429	dGTP triphosphohydrolase
COG0233	Frr	1	0.994652	0.000453	Ribosome recycling factor
COG0234	GroS	1	0.989583	0.000451	Co-chaperonin GroES (HSP10)
COG0236	AcpP	2	1.925	0.000878	Acyl carrier protein
COG0237	CoaE	1	0.955223	0.000435	Dephospho-CoA kinase
COG0238	RpsR	1	0.96	0.000438	Ribosomal protein S18
COG0239	CrcB	1	0.992063	0.000452	Integral membrane protein possibly involved in chromosome condensation
COG0240	GpsA	1	0.93313	0.000425	Glycerol-3-phosphate dehydrogenase
COG0241	HisB	1	0.779005	0.000355	Histidinol phosphatase and related phosphatases
COG0242	Def	1	1	0.000456	N-formylmethionyl-tRNA deformylase
COG0243	BisC	2	1.895424	0.000864	Anaerobic dehydrogenases, typically selenocysteine-containing
COG0244	RplJ	1	0.988571	0.000451	Ribosomal protein L10
COG0245	IspF	1	0.968553	0.000441	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
COG0246	MtlD	1	0.991543	0.000452	Mannitol-1-phosphate/altronate dehydrogenases
COG0247	GlpC	1	0.997422	0.000455	Fe-S oxidoreductase
COG0248	GppA	2	1.536585	0.000701	Exopolyphosphatase
COG0249	MutS	1	0.991696	0.000452	Mismatch repair ATPase (MutS family)
COG0250	NusG	1	0.994382	0.000453	Transcription antiterminator
COG0251	TdcF	7	6.46923	0.002951	Putative translation initiation inhibitor, yjgF family
COG0253	DapF	1	0.996323	0.000454	Diaminopimelate epimerase
COG0254	RpmE	1	0.946666	0.000431	Ribosomal protein L31
COG0255	RpmC	1	0.855072	0.00039	Ribosomal protein L29
COG0256	RplR	1	0.92	0.000419	Ribosomal protein L18
COG0257	RpmJ	1	1	0.000456	Ribosomal protein L36
COG0258	Exo	1	0.974193	0.000444	5'-3' exonuclease (including N-terminal domain of PolI)
COG0259	PdxH	1	0.939252	0.000428	Pyridoxamine-phosphate oxidase
COG0260	PepB	2	1.923711	0.000877	Leucyl aminopeptidase
COG0261	RplU	1	0.990291	0.000451	Ribosomal protein L21
COG0262	FolA	1	1	0.000456	Dihydrofolate reductase
COG0263	ProB	1	0.994579	0.000453	Glutamate 5-kinase
COG0264	Tsf	1	0.996621	0.000454	Translation elongation factor Ts
COG0265	DegQ	3	2.90778	0.001326	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain
COG0266	Nei	1	1	0.000456	Formamidopyrimidine-DNA glycosylase
COG0267	RpmG	1	0.94	0.000428	Ribosomal protein L33
COG0268	RpsT	1	0.977272	0.000445	Ribosomal protein S20
COG0270	Dcm	1	0.969512	0.000442	Site-specific DNA methylase
COG0271	BolA	2	1.766666	0.000806	Stress-induced morphogen (activity unknown)
COG0272	Lig	1	0.997001	0.000454	NAD-dependent DNA ligase (contains BRCT domain type II)
COG0274	DeoC	1	0.824561	0.000376	Deoxyribose-phosphate aldolase
COG0275	COG0275	1	1	0.000456	Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis
COG0276	HemH	1	1	0.000456	Protoheme ferro-lyase (ferrochelatase)
COG0277	GlcD	4	3.891067	0.001775	FAD/FMN-containing dehydrogenases
COG0278	COG0278	1	0.990476	0.000451	Glutaredoxin-related protein
COG0279	GmhA	1	0.994318	0.000453	Phosphoheptose isomerase
COG0280	Pta	2	1.972477	0.0009	Phosphotransacetylase
COG0281	SfcA	1	0.965277	0.00044	Malic enzyme
COG0283	Cmk	1	0.981981	0.000448	Cytidylate kinase
COG0284	PyrF	1	0.958333	0.000437	Orotidine-5'-phosphate decarboxylase
COG0285	FolC	1	0.957845	0.000437	Folylpolyglutamate synthase
COG0287	TyrA	1	1	0.000456	Prephenate dehydrogenase
COG0288	CynT	1	0.975845	0.000445	Carbonic anhydrase
COG0289	DapB	1	1	0.000456	Dihydrodipicolinate reductase
COG0290	InfC	1	0.857954	0.000391	Translation initiation factor 3 (IF-3)
COG0291	RpmI	1	0.984615	0.000449	Ribosomal protein L35
COG0292	RplT	1	1	0.000456	Ribosomal protein L20
COG0293	FtsJ	1	0.980487	0.000447	23S rRNA methylase
COG0294	FolP	1	0.967153	0.000441	Dihydropteroate synthase and related enzymes
COG0295	Cdd	1	0.91791	0.000418	Cytidine deaminase
COG0299	PurN	1	0.95	0.000433	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
COG0300	DltE	3	2.822641	0.001287	Short-chain dehydrogenases of various substrate specificities
COG0302	FolE	1	0.974358	0.000444	GTP cyclohydrolase I
COG0303	MoeA	3	2.816831	0.001285	Molybdopterin biosynthesis enzyme
COG0304	FabB	4	3.791262	0.001729	3-oxoacyl-(acyl-carrier-protein) synthase
COG0305	DnaB	1	0.995402	0.000454	Replicative DNA helicase
COG0307	RibC	1	0.955882	0.000436	Riboflavin synthase alpha chain
COG0308	PepN	1	0.997671	0.000455	Aminopeptidase N
COG0312	TldD	2	1.984581	0.000905	Predicted Zn-dependent proteases and their inactivated homologs
COG0313	COG0313	1	0.996363	0.000454	Predicted methyltransferases
COG0314	MoaE	1	0.919463	0.000419	Molybdopterin converting factor, large subunit
COG0315	MoaC	1	0.968152	0.000441	Molybdenum cofactor biosynthesis enzyme
COG0316	sufA	2	1.945454	0.000887	Fe-S cluster assembly scaffold protein
COG0317	SpoT	1	0.961483	0.000438	Guanosine polyphosphate pyrophosphohydrolases/synthetases
COG0318	CaiC	5	4.867041	0.00222	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II
COG0319	COG0319	1	0.986928	0.00045	Predicted metal-dependent hydrolase
COG0320	LipA	1	0.996732	0.000454	Lipoate synthase
COG0321	LipB	1	0.968325	0.000441	Lipoate-protein ligase B
COG0322	UvrC	1	1	0.000456	Nuclease subunit of the excinuclease complex
COG0323	MutL	1	0.992163	0.000452	DNA mismatch repair enzyme (predicted ATPase)
COG0324	MiaA	1	0.928571	0.000423	tRNA delta(2)-isopentenylpyrophosphate transferase
COG0325	COG0325	1	0.964912	0.00044	Predicted enzyme with a TIM-barrel fold
COG0328	RnhA	1	0.928571	0.000423	Ribonuclease HI
COG0329	DapA	1	0.979933	0.000447	Dihydrodipicolinate synthase/N-acetylneuraminate lyase
COG0330	HflC	4	3.426116	0.001563	Membrane protease subunits, stomatin/prohibitin homologs
COG0331	FabD	1	0.974193	0.000444	(acyl-carrier-protein) S-malonyltransferase
COG0332	FabH	2	1.98452	0.000905	3-oxoacyl-[acyl-carrier-protein].
COG0333	RpmF	1	1	0.000456	Ribosomal protein L32
COG0335	RplS	1	0.973913	0.000444	Ribosomal protein L19
COG0336	TrmD	1	0.941666	0.000429	tRNA-(guanine-N1)-methyltransferase
COG0337	AroB	1	0.997222	0.000455	3-dehydroquinate synthetase
COG0339	Dcp	1	0.997071	0.000454	Zn-dependent oligopeptidases
COG0340	BirA	1	0.760504	0.000347	Biotin-(acetyl-CoA carboxylase) ligase
COG0342	SecD	2	1.280632	0.000584	Preprotein translocase subunit SecD
COG0343	Tgt	1	0.994623	0.000453	Queuine/archaeosine tRNA-ribosyltransferase
COG0344	COG0344	1	0.975	0.000444	Predicted membrane protein
COG0345	ProC	1	0.981203	0.000447	Pyrroline-5-carboxylate reductase
COG0346	GloA	10	9.623188	0.00439	Lactoylglutathione lyase and related lyases
COG0347	GlnK	2	2	0.000912	Nitrogen regulatory protein PII
COG0348	NapH	1	0.917098	0.000418	Polyferredoxin
COG0349	Rnd	2	1.556786	0.00071	Ribonuclease D
COG0350	Ada	1	0.994047	0.000453	Methylated DNA-protein cysteine methyltransferase
COG0352	ThiE	1	0.914691	0.000417	Thiamine monophosphate synthase
COG0353	RecR	1	0.984848	0.000449	Recombinational DNA repair protein (RecF pathway)
COG0354	COG0354	1	0.931147	0.000424	Predicted aminomethyltransferase related to GcvT
COG0355	AtpC	1	0.896296	0.000408	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)
COG0356	AtpB	1	0.983739	0.000448	F0F1-type ATP synthase, subunit a
COG0357	GidB	1	0.790697	0.00036	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division
COG0358	DnaG	1	0.945422	0.000431	DNA primase (bacterial type)
COG0359	RplI	1	1	0.000456	Ribosomal protein L9
COG0360	RpsF	1	0.955357	0.000435	Ribosomal protein S6
COG0361	InfA	1	0.96	0.000438	Translation initiation factor 1 (IF-1)
COG0362	Gnd	1	0.989429	0.000451	6-phosphogluconate dehydrogenase
COG0363	NagB	1	0.966386	0.00044	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase
COG0364	Zwf	1	0.997929	0.000455	Glucose-6-phosphate 1-dehydrogenase
COG0365	Acs	5	4.945075	0.002256	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases
COG0366	AmyA	1	0.968316	0.000441	Glycosidases
COG0367	AsnB	2	1.256457	0.000573	Asparagine synthase (glutamine-hydrolyzing)
COG0368	CobS	1	0.955284	0.000435	Cobalamin-5-phosphate synthase
COG0370	FeoB	1	0.223583	0.000102	Fe2+ transport system protein B
COG0372	GltA	1	1	0.000456	Citrate synthase
COG0373	HemA	1	0.183574	8.3e-05	Glutamyl-tRNA reductase
COG0376	KatG	1	0.99589	0.000454	Catalase (peroxidase I)
COG0377	NuoB	1	0.84536	0.000385	NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases
COG0379	NadA	1	0.972222	0.000443	Quinolinate synthase
COG0380	OtsA	1	0.960905	0.000438	Trehalose-6-phosphate synthase
COG0381	WecB	1	0.953002	0.000434	UDP-N-acetylglucosamine 2-epimerase
COG0382	UbiA	1	1	0.000456	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases
COG0384	COG0384	1	0.996563	0.000454	Predicted epimerase, PhzC/PhzF homolog
COG0385	COG0385	2	1.692789	0.000772	Predicted Na+-dependent transporter
COG0388	COG0388	2	1.916058	0.000874	Predicted amidohydrolase
COG0389	DinP	2	1.892655	0.000863	Nucleotidyltransferase/DNA polymerase involved in DNA repair
COG0394	Wzb	1	0.94964	0.000433	Protein-tyrosine-phosphatase
COG0395	UgpE	8	7.683274	0.003505	ABC-type sugar transport system, permease component
COG0396	sufC	1	0.980079	0.000447	Cysteine desulfurase activator ATPase
COG0397	COG0397	1	0.989754	0.000451	Uncharacterized conserved protein
COG0398	COG0398	2	1.883408	0.000859	Uncharacterized conserved protein
COG0399	WecE	3	2.860962	0.001305	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis
COG0400	COG0400	1	0.719806	0.000328	Predicted esterase
COG0402	SsnA	1	0.978622	0.000446	Cytosine deaminase and related metal-dependent hydrolases
COG0404	GcvT	8	7.881266	0.003596	Glycine cleavage system T protein (aminomethyltransferase)
COG0405	Ggt	2	1.970315	0.000899	Gamma-glutamyltransferase
COG0406	phoE	1	0.913461	0.000416	Broad specificity phosphatase PhoE and related phosphatases
COG0407	HemE	1	0.948863	0.000432	Uroporphyrinogen-III decarboxylase
COG0408	HemF	1	0.917491	0.000418	Coproporphyrinogen III oxidase
COG0410	LivF	5	4.974683	0.002269	ABC-type branched-chain amino acid transport systems, ATPase component
COG0411	LivG	5	4.968	0.002266	ABC-type branched-chain amino acid transport systems, ATPase component
COG0415	PhrB	1	0.984815	0.000449	Deoxyribodipyrimidine photolyase
COG0416	PlsX	1	0.979289	0.000446	Fatty acid/phospholipid biosynthesis enzyme
COG0418	PyrC	1	0.994186	0.000453	Dihydroorotase
COG0419	SbcC	1	0.186123	8.4e-05	ATPase involved in DNA repair
COG0424	Maf	2	1.989637	0.000907	Nucleotide-binding protein implicated in inhibition of septum formation
COG0425	SirA	1	0.961538	0.000438	Predicted redox protein, regulator of disulfide bond formation
COG0432	COG0432	1	0.956204	0.000436	Uncharacterized conserved protein
COG0433	COG0433	1	0.842307	0.000384	HerA helicase
COG0435	ECM4	2	1.95679	0.000892	Predicted glutathione S-transferase
